Brand,Model,Car_Type,Year,Age_Years,Transmission,Fuel_Type,No_of_Owners,KM_Driven,Price_USD
Audi,A5,Coupe,2025,1,Automatic,Petrol,1,18261,38990
Chevrolet,Spark,Hatchback,2018,8,Automatic,Petrol,3,164949,2910
Land Rover,Range Rover Evoque,SUV,2023,3,Automatic,Diesel,2,45309,33000
Lexus,NX,SUV,2025,1,Automatic,Petrol,1,9039,32810
Hyundai,Santa Fe,SUV,2014,12,Manual,Petrol,4,183644,5760
BMW,5 Series,Sedan,2025,1,Manual,Petrol,1,10088,43110
Honda,Accord,Sedan,2023,3,Automatic,Petrol,1,32337,17990
Mercedes-Benz,C-Class Coupe,Coupe,2017,9,Automatic,Hybrid,1,90145,17790
Kia,Rio,Hatchback,2024,2,Automatic,Petrol,1,29529,12880
Ford,Fusion,Sedan,2020,6,Semi-Automatic,Petrol,2,73719,10710
Kia,Sportage,SUV,2023,3,Manual,CNG,2,48094,15410
Ford,F-150,Truck,2014,12,Manual,Petrol,1,120573,8620
Ford,Escape,SUV,2020,6,Automatic,Diesel,2,68592,12120
Honda,Accord,Sedan,2023,3,CVT,Petrol,2,68751,17370
Mercedes-Benz,GLC,SUV,2019,7,Automatic,Petrol,1,72819,19900
GMC,Acadia,SUV,2015,11,Automatic,Petrol,2,187170,9270
Audi,Q5,SUV,2019,7,CVT,Petrol,2,106034,18220
Jeep,Wrangler,SUV,2025,1,Automatic,Petrol,1,6362,27780
Toyota,Tundra,Truck,2020,6,CVT,Petrol,3,98075,16100
Land Rover,Range Rover Sport,SUV,2019,7,Manual,CNG,1,64771,31990
Toyota,RAV4,SUV,2022,4,Automatic,Hybrid,1,49179,18870
Hyundai,i20,Hatchback,2019,7,Automatic,Petrol,1,170823,3210
Lexus,RX,SUV,2023,3,CVT,Petrol,1,56879,29140
Toyota,GR86,Coupe,2023,3,Automatic,Petrol,1,60165,19260
Audi,A4,Sedan,2023,3,CVT,Petrol,1,37904,27970
Honda,Civic,Sedan,2021,5,Automatic,Petrol,1,36211,12750
Mercedes-Benz,C-Class,Sedan,2021,5,Automatic,Petrol,2,97847,20930
BMW,Z4,Convertible,2025,1,Automatic,CNG,1,17748,38460
BMW,4 Series,Coupe,2019,7,Automatic,Petrol,1,58447,20370
Volvo,XC60,SUV,2026,0,Automatic,CNG,1,500,42010
Renault,Clio,Hatchback,2019,7,CVT,Diesel,2,82101,7550
Toyota,Prius,Hatchback,2018,8,Automatic,Hybrid,3,142701,8550
Volkswagen,Passat,Sedan,2018,8,Automatic,Petrol,1,137335,8590
Mercedes-Benz,C-Class,Sedan,2023,3,Manual,Hybrid,1,60602,30110
Honda,Civic,Sedan,2020,6,Semi-Automatic,Petrol,2,78463,10910
Volvo,XC60,SUV,2012,14,Manual,Petrol,5,162023,7260
Nissan,Sentra,Sedan,2015,11,Automatic,Petrol,1,169372,4390
Ford,F-150,Truck,2024,2,Automatic,Hybrid,1,25745,28990
Nissan,Sentra,Sedan,2024,2,Automatic,Diesel,1,36909,14390
Honda,Accord,Sedan,2024,2,Automatic,CNG,1,37885,20270
Volkswagen,Jetta,Sedan,2016,10,Automatic,Petrol,3,159754,5170
Tesla,Model 3,Sedan,2018,8,Automatic,Electric,3,67601,15150
Porsche,911,Coupe,2019,7,Automatic,Petrol,3,87616,46830
Chevrolet,Spark,Hatchback,2023,3,Semi-Automatic,Petrol,2,29816,10220
Nissan,Sentra,Sedan,2015,11,Manual,Petrol,3,224182,3660
Mazda,CX-5,SUV,2017,9,CVT,Diesel,4,124630,7680
Chevrolet,Camaro,Coupe,2024,2,Automatic,Petrol,1,26202,24420
Tesla,Model S,Sedan,2023,3,Automatic,Electric,2,45176,43890
Mini,Cooper Convertible,Convertible,2024,2,Manual,Petrol,1,32297,20830
Mini,Cooper Convertible,Convertible,2018,8,Semi-Automatic,Diesel,1,196874,8860
Nissan,Rogue,SUV,2022,4,Automatic,Hybrid,2,100721,15690
Chevrolet,Equinox,SUV,2021,5,Semi-Automatic,Petrol,1,68833,14440
Hyundai,Elantra,Sedan,2023,3,Automatic,Petrol,2,30570,13610
Volvo,XC60,SUV,2021,5,Manual,Petrol,2,58078,21960
Toyota,Highlander,SUV,2021,5,Manual,Petrol,2,67855,18050
Chevrolet,Traverse,SUV,2019,7,Automatic,Petrol,2,99661,15710
Mazda,Mazda6,Sedan,2014,12,Automatic,Petrol,2,159683,6570
Mercedes-Benz,C-Class Coupe,Coupe,2016,10,Automatic,Petrol,4,170020,12480
Tesla,Model S,Sedan,2020,6,Automatic,Electric,1,112918,34800
Volkswagen,Golf,Hatchback,2023,3,Automatic,Diesel,2,45833,14850
Mercedes-Benz,GLC,SUV,2021,5,Automatic,Petrol,1,79128,25010
Subaru,Forester,SUV,2023,3,Semi-Automatic,Petrol,1,33662,18300
Mercedes-Benz,C-Class Coupe,Coupe,2017,9,Manual,Petrol,1,89826,15830
Jeep,Compass,SUV,2017,9,Automatic,Petrol,3,115503,9720
Honda,CR-V,SUV,2022,4,Semi-Automatic,Petrol,2,68042,17380
Ford,Focus,Hatchback,2021,5,Automatic,Petrol,1,51830,11810
Mazda,Mazda6,Sedan,2018,8,Automatic,Petrol,2,118335,9610
Hyundai,Sonata,Sedan,2017,9,Automatic,Petrol,1,208326,4580
Chevrolet,Camaro Convertible,Convertible,2018,8,Automatic,Petrol,3,104417,13470
Honda,City,Sedan,2015,11,Automatic,Petrol,1,137047,5240
Chevrolet,Bolt EV,Hatchback,2023,3,Automatic,Electric,2,27606,16740
Toyota,Prius Prime,Hatchback,2018,8,Automatic,CNG,2,112669,10290
Volkswagen,Atlas,SUV,2024,2,Automatic,Petrol,1,44046,27890
Honda,Pilot,SUV,2024,2,Automatic,Diesel,1,43776,29360
Nissan,Titan,Truck,2022,4,Automatic,Petrol,1,100552,19250
Audi,A4,Sedan,2015,11,CVT,Petrol,3,258362,8310
Subaru,Legacy,Sedan,2026,0,Manual,CNG,1,500,21590
Skoda,Octavia,Sedan,2025,1,Automatic,Petrol,1,16815,19420
Nissan,Murano,SUV,2021,5,Automatic,Hybrid,1,53449,19900
Kia,Sportage,SUV,2020,6,Manual,Petrol,1,49846,12350
Hyundai,Ioniq 5,SUV,2015,11,Automatic,Electric,1,213398,8150
Lexus,NX,SUV,2023,3,Automatic,Petrol,2,26861,27380
Chevrolet,Traverse,SUV,2020,6,Automatic,Petrol,3,114815,16580
Kia,EV6,SUV,2016,10,Automatic,Electric,2,79435,12090
Jeep,Grand Cherokee,SUV,2025,1,Automatic,Petrol,1,23196,33900
Toyota,Yaris Hatchback,Hatchback,2020,6,Automatic,Petrol,3,71712,8190
Tesla,Model X,SUV,2022,4,Automatic,Electric,1,55575,52980
Ford,Mustang Convertible,Convertible,2018,8,Automatic,Petrol,3,84063,14390
Audi,A4,Sedan,2023,3,Automatic,Petrol,1,33867,28020
GMC,Acadia,SUV,2024,2,Manual,Petrol,1,28174,26850
Ford,Focus,Hatchback,2020,6,Manual,Petrol,2,83458,8750
Hyundai,Veloster,Coupe,2018,8,Automatic,Diesel,2,128217,7400
Kia,EV6,SUV,2020,6,Automatic,Electric,2,44707,18210
Subaru,Outback,SUV,2023,3,Automatic,Petrol,1,27723,20590
Toyota,Highlander,SUV,2025,1,Automatic,Diesel,1,14685,31180
Lexus,NX,SUV,2021,5,Automatic,Petrol,1,62710,22100
GMC,Terrain,SUV,2024,2,Automatic,Petrol,1,26272,23510
Audi,A6,Sedan,2020,6,Automatic,Diesel,1,78464,27540
Tesla,Model 3,Sedan,2016,10,Automatic,Electric,1,167764,10950
Volvo,XC90,SUV,2022,4,Automatic,CNG,2,66893,30760
Ford,Focus,Hatchback,2022,4,Manual,Hybrid,2,39338,11250
Subaru,Forester,SUV,2024,2,Automatic,Petrol,1,37701,19290
Mercedes-Benz,GLC,SUV,2020,6,Manual,Petrol,3,78489,20250
Nissan,Altima,Sedan,2022,4,Manual,Petrol,2,45489,13680
Honda,Insight,Sedan,2019,7,Manual,Petrol,1,38289,10380
GMC,Acadia,SUV,2023,3,Automatic,Diesel,2,42790,23670
Suzuki,Swift,Hatchback,2013,13,Manual,Petrol,4,152779,2940
Tesla,Model X,SUV,2017,9,Automatic,Electric,1,134182,30470
Toyota,Tacoma,Truck,2020,6,Automatic,Petrol,1,67070,15560
Audi,A6,Sedan,2024,2,Semi-Automatic,Petrol,1,36621,44680
Tesla,Model Y,SUV,2025,1,Automatic,Electric,1,12839,37570
Audi,A4,Sedan,2023,3,CVT,Diesel,1,42966,27550
Volkswagen,Golf,Hatchback,2025,1,Automatic,Petrol,1,7945,21160
Tesla,Model S,Sedan,2025,1,Automatic,Electric,1,21960,58010
Toyota,Highlander,SUV,2019,7,Automatic,Hybrid,1,145487,16680
Mazda,MX-5 Miata,Convertible,2022,4,Automatic,CNG,2,45980,15450
GMC,Sierra 1500,Truck,2023,3,Automatic,Petrol,2,61784,24550
Subaru,Forester,SUV,2018,8,Manual,Petrol,3,53272,9440
Toyota,Corolla,Sedan,2023,3,Manual,Petrol,1,36278,14700
Honda,Civic,Sedan,2017,9,Automatic,Petrol,1,144275,7620
Lexus,RX,SUV,2020,6,Automatic,Petrol,1,75236,22220
Kia,K5,Sedan,2017,9,Automatic,Petrol,2,109702,8110
Porsche,911,Coupe,2023,3,Automatic,Petrol,2,49520,70850
Suzuki,Swift,Hatchback,2022,4,Automatic,Petrol,1,31219,8820
Subaru,Forester,SUV,2025,1,Manual,Petrol,1,10335,20520
BMW,4 Series,Coupe,2021,5,CVT,Petrol,1,70966,24310
Mazda,Mazda6,Sedan,2023,3,Automatic,Petrol,2,75935,15160
Nissan,Leaf,Hatchback,2021,5,Automatic,Electric,2,70692,14550
Audi,Q7,SUV,2017,9,Automatic,Petrol,2,68230,19010
Ford,F-150,Truck,2023,3,Automatic,Petrol,1,49832,26020
Hyundai,Veloster,Coupe,2018,8,Automatic,Petrol,3,214806,3520
Kia,Carnival,Minivan,2025,1,Manual,Petrol,1,13326,27380
Toyota,Sienna,Minivan,2022,4,Automatic,Petrol,2,59265,21360
Chrysler,Pacifica,Minivan,2023,3,Manual,Petrol,2,38884,21930
Audi,Q5,SUV,2020,6,Automatic,Hybrid,2,143942,18810
Kia,Forte,Sedan,2020,6,Automatic,Hybrid,1,97586,9880
Volkswagen,Atlas,SUV,2023,3,Manual,Petrol,2,42287,23620
BMW,3 Series,Sedan,2020,6,Automatic,Petrol,1,63847,20650
Ford,Mustang Convertible,Convertible,2020,6,Automatic,Petrol,1,103608,18250
Chevrolet,Equinox,SUV,2022,4,Automatic,Petrol,1,85093,15090
Tesla,Model X,SUV,2025,1,Automatic,Electric,1,18267,73190
Land Rover,Range Rover Evoque,SUV,2020,6,Manual,Petrol,3,103072,19390
Mazda,CX-9,SUV,2018,8,Automatic,Petrol,2,114533,14100
Honda,Pilot,SUV,2022,4,Automatic,Petrol,2,67654,23680
GMC,Sierra 1500,Truck,2025,1,CVT,Petrol,1,9537,28870
BMW,4 Series,Coupe,2025,1,Automatic,Petrol,1,25242,40860
Fiat,500,Hatchback,2023,3,CVT,Diesel,2,18627,11700
Volvo,XC60,SUV,2022,4,Automatic,Petrol,1,69806,26930
Audi,Q5,SUV,2023,3,Automatic,Petrol,1,44225,31140
Nissan,370Z,Coupe,2021,5,Automatic,Petrol,2,39163,17030
Lexus,IS,Sedan,2016,10,Automatic,Diesel,1,121074,11820
Audi,A6,Sedan,2021,5,Automatic,Petrol,2,35614,29850
Land Rover,Range Rover Sport,SUV,2016,10,CVT,Petrol,4,249706,17140
Peugeot,208,Hatchback,2012,14,Manual,Petrol,4,183180,3440
Hyundai,Sonata,Sedan,2026,0,CVT,Petrol,1,500,23270
Hyundai,Ioniq 5,SUV,2024,2,Automatic,Electric,1,16026,31080
Honda,Civic,Sedan,2019,7,Automatic,Petrol,3,110452,8950
Volkswagen,Atlas,SUV,2023,3,Automatic,Hybrid,1,44504,27030
Jeep,Grand Cherokee,SUV,2019,7,Automatic,Diesel,1,161148,13500
Mazda,Mazda6,Sedan,2019,7,Automatic,Petrol,1,68836,11530
Nissan,Leaf,Hatchback,2022,4,Automatic,Electric,2,81620,14150
BMW,X3,SUV,2016,10,CVT,Diesel,2,208237,10950
GMC,Acadia,SUV,2024,2,Automatic,CNG,1,28079,24650
Porsche,911,Coupe,2019,7,Automatic,Diesel,2,119637,47280
Hyundai,Sonata,Sedan,2018,8,Automatic,Petrol,3,90404,9060
Hyundai,i20,Hatchback,2026,0,Automatic,Petrol,1,500,14650
Nissan,Leaf,Hatchback,2022,4,Automatic,Electric,1,61534,16290
Hyundai,Tucson,SUV,2014,12,CVT,Diesel,4,70099,6240
Toyota,Prius Prime,Hatchback,2023,3,Automatic,Petrol,2,48835,19150
Toyota,Highlander,SUV,2025,1,Manual,Hybrid,1,18648,31280
Jeep,Grand Cherokee,SUV,2024,2,CVT,Petrol,1,35728,29020
Hyundai,i20,Hatchback,2011,15,Automatic,Petrol,2,216873,2260
BMW,4 Series,Coupe,2022,4,CVT,Hybrid,1,22677,28640
Nissan,Sentra,Sedan,2019,7,Manual,Diesel,3,59178,8020
Chrysler,Pacifica,Minivan,2015,11,Semi-Automatic,Petrol,3,129257,10650
Mazda,MX-5 Miata,Convertible,2025,1,Automatic,Petrol,1,11158,23770
Volkswagen,ID.4,SUV,2024,2,Automatic,Electric,1,23005,26780
Tesla,Model Y,SUV,2022,4,Automatic,Electric,1,80254,25080
Toyota,Highlander,SUV,2023,3,Automatic,Hybrid,2,56998,24180
Hyundai,Sonata,Sedan,2024,2,Automatic,Petrol,1,14516,20450
Ford,Mustang Convertible,Convertible,2018,8,CVT,Diesel,1,119805,13660
Chevrolet,Camaro Convertible,Convertible,2013,13,Manual,Diesel,3,196282,7110
Nissan,370Z,Coupe,2021,5,Automatic,Petrol,1,43935,17710
Volkswagen,Atlas,SUV,2020,6,Manual,Petrol,2,65748,15650
Jeep,Wrangler,SUV,2015,11,Manual,Petrol,3,237343,6190
Ram,1500,Truck,2021,5,Automatic,Diesel,2,37847,18970
Chevrolet,Malibu,Sedan,2024,2,Automatic,Petrol,1,19663,17490
Tesla,Model 3,Sedan,2017,9,Automatic,Electric,4,131395,11800
Chevrolet,Equinox,SUV,2023,3,Automatic,Petrol,2,33588,18310
Lexus,NX,SUV,2020,6,Automatic,Petrol,2,78362,20070
Chevrolet,Bolt EV,Hatchback,2022,4,Automatic,Electric,2,38224,15360
Nissan,370Z,Coupe,2018,8,Manual,Petrol,1,81869,13480
GMC,Acadia,SUV,2023,3,Automatic,Petrol,1,37951,24850
Kia,Forte,Sedan,2019,7,Automatic,Diesel,1,115606,7300
Volvo,XC60,SUV,2015,11,Manual,Petrol,2,140392,11700
Mercedes-Benz,C-Class,Sedan,2023,3,Semi-Automatic,Petrol,1,34713,32270
Chevrolet,Silverado 1500,Truck,2020,6,Automatic,Diesel,3,92969,15780
Audi,A6,Sedan,2017,9,Automatic,Petrol,1,88014,21370
Volkswagen,Jetta,Sedan,2017,9,Automatic,Petrol,4,115105,6900
Honda,Fit,Hatchback,2024,2,Manual,Diesel,1,20503,12300
Chevrolet,Malibu,Sedan,2018,8,Automatic,Petrol,1,92773,10060
Mercedes-Benz,GLC,SUV,2022,4,Manual,Diesel,2,51828,25470
Ram,1500,Truck,2021,5,Automatic,Petrol,2,96151,18810
Toyota,Tacoma,Truck,2022,4,Manual,Petrol,1,52186,17200
Mercedes-Benz,C-Class,Sedan,2011,15,Automatic,Petrol,5,200568,7040
Suzuki,Swift,Hatchback,2017,9,Automatic,Petrol,1,154685,4600
Kia,Forte,Sedan,2023,3,CVT,Petrol,2,32529,12770
Mazda,CX-5,SUV,2020,6,Semi-Automatic,Petrol,1,83747,13640
Land Rover,Range Rover Evoque,SUV,2023,3,Automatic,Petrol,2,22827,30880
Hyundai,Veloster,Coupe,2017,9,Semi-Automatic,Diesel,1,61384,7480
Chevrolet,Camaro Convertible,Convertible,2020,6,Automatic,Diesel,3,120186,15200
Ford,Focus,Hatchback,2026,0,CVT,Petrol,1,500,18330
Volkswagen,ID.4,SUV,2015,11,Automatic,Electric,3,123944,10220
Mazda,CX-5,SUV,2017,9,Automatic,Petrol,2,117655,9490
Honda,Ridgeline,Truck,2020,6,Automatic,Petrol,1,51693,19830
Hyundai,Ioniq 5,SUV,2024,2,Automatic,Electric,1,28799,28660
Volvo,XC60,SUV,2016,10,Manual,Petrol,1,126175,13210
Ford,Mustang Convertible,Convertible,2022,4,Automatic,Diesel,2,44007,21310
BMW,3 Series,Sedan,2014,12,Automatic,Hybrid,2,206887,10060
GMC,Terrain,SUV,2025,1,CVT,Hybrid,1,23932,24160
Nissan,Versa,Hatchback,2022,4,Automatic,Petrol,1,93698,7890
Porsche,911,Coupe,2016,10,Automatic,CNG,3,191044,25910
Nissan,370Z,Coupe,2016,10,Automatic,Diesel,3,89704,9850
Lexus,ES,Sedan,2024,2,CVT,Petrol,1,20654,31270
Lexus,NX,SUV,2020,6,Manual,Petrol,1,118932,17410
GMC,Acadia,SUV,2023,3,Automatic,Hybrid,2,41171,26510
Tesla,Model Y,SUV,2020,6,Automatic,Electric,3,117825,17640
Toyota,Prius,Hatchback,2025,1,Automatic,Petrol,1,17659,21660
Chevrolet,Silverado 1500,Truck,2023,3,Automatic,Petrol,1,63981,21610
Volvo,XC60,SUV,2022,4,CVT,Petrol,2,49555,25140
Toyota,Sienna,Minivan,2018,8,Semi-Automatic,Diesel,2,183968,11130
Toyota,GR86,Coupe,2016,10,Automatic,Diesel,3,198652,7300
Toyota,Highlander,SUV,2025,1,Semi-Automatic,Hybrid,1,11732,32260
Ford,Mustang Convertible,Convertible,2018,8,Automatic,Petrol,2,107379,14590
Ram,1500,Truck,2018,8,Automatic,Petrol,1,166491,12180
Kia,EV6,SUV,2022,4,Automatic,Electric,1,105450,25060
Mercedes-Benz,GLE,SUV,2019,7,Automatic,Hybrid,1,78471,28250
Nissan,Titan,Truck,2023,3,Semi-Automatic,Petrol,2,52970,22880
Lexus,IS,Sedan,2021,5,Automatic,Petrol,1,47803,21950
Toyota,GR86,Coupe,2019,7,Automatic,Petrol,2,79685,12090
Honda,Accord,Sedan,2019,7,Automatic,Diesel,2,41396,12340
BMW,4 Series,Coupe,2026,0,Automatic,Petrol,1,500,45360
Nissan,Leaf,Hatchback,2018,8,Automatic,Electric,3,71197,10500
Fiat,500,Hatchback,2023,3,Automatic,Petrol,1,45489,11480
Suzuki,Swift,Hatchback,2013,13,Automatic,Petrol,5,126240,3150
Ford,Fusion,Sedan,2023,3,Automatic,Petrol,2,36864,15150
Ford,Focus,Hatchback,2025,1,Manual,Petrol,1,23149,16600
Ford,Fusion,Sedan,2022,4,CVT,Petrol,2,78297,11760
Audi,A4,Sedan,2019,7,Automatic,Diesel,1,101399,17950
Chevrolet,Equinox,SUV,2024,2,CVT,Petrol,1,22452,19940
Audi,A4,Sedan,2018,8,Automatic,Petrol,2,145218,15420
Hyundai,Ioniq 5,SUV,2018,8,Automatic,Electric,1,111456,16890
Suzuki,Swift,Hatchback,2022,4,Manual,Petrol,1,46264,8240
BMW,X3,SUV,2014,12,Automatic,Petrol,1,296090,8410
Honda,Pilot,SUV,2020,6,CVT,Diesel,3,142062,15720
Volvo,XC90,SUV,2022,4,Semi-Automatic,Petrol,2,52062,32800
Land Rover,Range Rover Evoque,SUV,2021,5,Automatic,Petrol,1,49333,27210
Toyota,Tundra,Truck,2022,4,Semi-Automatic,Hybrid,1,51500,25170
Tesla,Model X,SUV,2018,8,Automatic,Electric,1,72461,33950
Ford,Focus,Hatchback,2024,2,Automatic,Petrol,1,13976,15140
Tesla,Model S,Sedan,2025,1,Automatic,Electric,1,13867,61070
Ford,Escape,SUV,2024,2,CVT,Petrol,1,51630,20250
Hyundai,Veloster,Coupe,2020,6,Automatic,Petrol,3,90926,9200
Honda,Pilot,SUV,2019,7,Automatic,Petrol,2,53081,16870
Chevrolet,Spark,Hatchback,2024,2,Automatic,Petrol,1,25225,12190
Kia,Sportage,SUV,2016,10,Automatic,Petrol,4,140320,7070
Mazda,Mazda3,Sedan,2018,8,CVT,Petrol,2,198054,5000
Ford,Escape,SUV,2023,3,Manual,Hybrid,1,35346,18010
Ford,Mustang Mach-E,SUV,2025,1,Automatic,Electric,1,18789,34020
Toyota,Prius,Hatchback,2025,1,Automatic,Petrol,1,23278,23090
Ford,Fusion,Sedan,2024,2,Automatic,Petrol,1,22453,16810
Nissan,Versa,Hatchback,2024,2,Automatic,Petrol,1,25649,12030
Volvo,XC60,SUV,2017,9,Automatic,Diesel,4,144684,11960
Toyota,Tundra,Truck,2025,1,Manual,Diesel,1,16380,30640
Tesla,Model Y,SUV,2021,5,Automatic,Electric,2,45950,21750
Chevrolet,Equinox,SUV,2023,3,Automatic,Petrol,2,62867,16350
Kia,Forte,Sedan,2019,7,Manual,Petrol,3,100661,7570
Mercedes-Benz,GLC,SUV,2024,2,Automatic,Diesel,1,26369,34200
Chrysler,Pacifica,Minivan,2022,4,Automatic,Hybrid,2,51291,22270
Kia,EV6,SUV,2022,4,Automatic,Electric,2,69089,24850
Hyundai,Sonata,Sedan,2023,3,Automatic,Petrol,2,29301,16110
Mini,Cooper Convertible,Convertible,2021,5,Automatic,Hybrid,2,53104,16390
Kia,Sorento,SUV,2022,4,Automatic,Petrol,1,63992,19500
Hyundai,Santa Fe,SUV,2022,4,CVT,Petrol,1,83227,18620
BMW,3 Series,Sedan,2024,2,Automatic,Diesel,1,18322,31720
Ford,Explorer,SUV,2014,12,Manual,Petrol,1,205798,7700
Ford,Focus,Hatchback,2025,1,Automatic,Petrol,1,27456,16900
Chevrolet,Silverado 1500,Truck,2022,4,Automatic,Petrol,1,47923,22930
Subaru,Legacy,Sedan,2022,4,Manual,Petrol,2,42279,14520
Kia,K5,Sedan,2017,9,Manual,Petrol,2,88987,7760
Toyota,Sienna,Minivan,2024,2,Automatic,Petrol,1,28283,26990
Volvo,XC90,SUV,2022,4,CVT,Diesel,2,52103,33390
Suzuki,Swift,Hatchback,2021,5,Automatic,Hybrid,1,73192,8290
Audi,A4,Sedan,2023,3,Automatic,Petrol,2,60148,25630
Audi,Q7,SUV,2021,5,Automatic,Diesel,2,114292,28130
Toyota,Yaris,Sedan,2021,5,Manual,Hybrid,1,63146,9050
Volvo,XC60,SUV,2023,3,Automatic,Petrol,1,31001,31550
Chrysler,Pacifica,Minivan,2020,6,Manual,Petrol,2,82888,15030
Nissan,Leaf,Hatchback,2014,12,Automatic,Electric,2,149616,6580
Subaru,Outback,SUV,2020,6,Automatic,Petrol,2,40177,13150
Chevrolet,Equinox,SUV,2025,1,Manual,Petrol,1,10771,21580
Ford,Mustang Convertible,Convertible,2023,3,Semi-Automatic,Petrol,1,29473,25600
Nissan,Altima,Sedan,2021,5,Manual,Petrol,1,48282,12630
Kia,Sorento,SUV,2019,7,Automatic,CNG,2,172838,11990
Nissan,Rogue,SUV,2015,11,Automatic,Petrol,3,225366,5820
GMC,Acadia,SUV,2017,9,Automatic,Petrol,3,81042,11560
Volvo,XC60,SUV,2014,12,Automatic,Petrol,2,160138,11350
Kia,K5,Sedan,2016,10,Automatic,Petrol,4,91983,7490
Hyundai,Ioniq 5,SUV,2022,4,Automatic,Electric,1,33731,26250
Fiat,500,Hatchback,2017,9,Automatic,Petrol,2,98919,6730
Lexus,NX,SUV,2021,5,Automatic,Petrol,2,49785,21140
Toyota,Highlander,SUV,2024,2,Automatic,Hybrid,1,25555,30090
Honda,Accord,Sedan,2020,6,CVT,Petrol,3,74150,12490
Subaru,Legacy,Sedan,2021,5,Automatic,Petrol,1,76418,13290
Mercedes-Benz,C-Class Coupe,Coupe,2016,10,Manual,Diesel,3,118484,13420
Porsche,911,Coupe,2022,4,Automatic,Diesel,1,35779,67430
Volkswagen,Jetta,Sedan,2022,4,Manual,Diesel,1,72268,10290
Chrysler,Pacifica,Minivan,2020,6,Manual,Petrol,3,82458,16110
Kia,Sportage,SUV,2023,3,Automatic,Petrol,1,29401,17890
BMW,3 Series,Sedan,2021,5,Manual,Diesel,1,64241,21000
Hyundai,Elantra,Sedan,2016,10,Automatic,Diesel,2,131404,6300
Volkswagen,Jetta,Sedan,2017,9,Automatic,Diesel,1,127368,7530
Honda,Odyssey,Minivan,2024,2,Automatic,Petrol,1,32225,26890
Toyota,RAV4,SUV,2018,8,Automatic,Petrol,2,88994,12120
Nissan,Titan,Truck,2018,8,Automatic,Petrol,1,82587,15080
Hyundai,Ioniq 5,SUV,2022,4,Automatic,Electric,1,63624,25370
Kia,Forte,Sedan,2018,8,Automatic,CNG,2,114705,6880
GMC,Terrain,SUV,2020,6,CVT,Petrol,2,43368,13490
BMW,4 Series,Coupe,2019,7,Manual,Petrol,2,91861,20530
Mercedes-Benz,C-Class,Sedan,2022,4,Automatic,Petrol,2,44600,27980
BMW,5 Series,Sedan,2024,2,Automatic,Petrol,1,23320,44090
Lexus,IS,Sedan,2018,8,Automatic,CNG,3,163633,12330
Mazda,Mazda3,Sedan,2015,11,Automatic,Petrol,2,161261,5460
Mazda,Mazda3,Sedan,2018,8,Automatic,Petrol,2,61698,9150
BMW,4 Series,Coupe,2019,7,Automatic,Petrol,1,150279,18470
Kia,Carnival,Minivan,2022,4,Automatic,Petrol,1,86749,20000
Toyota,Tacoma,Truck,2023,3,CVT,Petrol,1,39907,20700
Nissan,Altima,Sedan,2020,6,Automatic,Petrol,3,109876,10050
BMW,X5,SUV,2024,2,Automatic,Hybrid,1,35174,50110
Volkswagen,Jetta,Sedan,2014,12,Automatic,Petrol,5,128767,4930
Mazda,Mazda3,Sedan,2013,13,CVT,Petrol,1,213757,3150
Mazda,Mazda3,Sedan,2023,3,Automatic,Petrol,1,25828,15850
Ford,Explorer,SUV,2019,7,Automatic,Petrol,2,68655,15600
Kia,K5,Sedan,2021,5,Automatic,Petrol,2,104107,11040
GMC,Terrain,SUV,2016,10,Semi-Automatic,Petrol,3,94211,9550
Mazda,Mazda6,Sedan,2020,6,CVT,Petrol,3,100175,10170
Kia,Rio,Hatchback,2024,2,Manual,Petrol,1,28054,11980
Chrysler,Pacifica,Minivan,2025,1,Automatic,Petrol,1,9638,28800
Ford,Focus,Hatchback,2017,9,Automatic,Petrol,4,100184,6090
Chevrolet,Spark,Hatchback,2014,12,Automatic,Petrol,1,173065,3310
Toyota,Highlander,SUV,2024,2,Manual,Petrol,1,27814,26860
Ford,Mustang Mach-E,SUV,2023,3,Automatic,Electric,2,51226,28480
Subaru,Outback,SUV,2023,3,Automatic,Hybrid,2,40091,18940
Audi,A5,Coupe,2023,3,Semi-Automatic,Petrol,2,30935,31090
Subaru,Legacy,Sedan,2016,10,Automatic,CNG,3,134849,6960
Kia,Carnival,Minivan,2021,5,Manual,Petrol,2,81782,15630
Chrysler,Pacifica,Minivan,2021,5,Automatic,Petrol,1,63336,19740
Nissan,370Z,Coupe,2015,11,Manual,Diesel,1,143999,8710
Hyundai,i20,Hatchback,2016,10,CVT,Petrol,4,128418,4770
Nissan,Murano,SUV,2026,0,Automatic,Petrol,1,500,36320
Toyota,Sienna,Minivan,2015,11,Automatic,Petrol,4,181396,8330
Nissan,Titan,Truck,2020,6,Automatic,Hybrid,2,65918,18070
Chevrolet,Camaro Convertible,Convertible,2020,6,CVT,Diesel,2,40848,18760
Jeep,Wrangler,SUV,2023,3,Manual,Petrol,1,43932,22330
Tesla,Model Y,SUV,2018,8,Automatic,Electric,1,76282,16150
Hyundai,Veloster,Coupe,2015,11,Automatic,Petrol,4,127305,5160
Honda,Fit,Hatchback,2020,6,Automatic,Petrol,2,125854,6590
Ford,Explorer,SUV,2024,2,Automatic,Hybrid,1,17755,30880
Land Rover,Range Rover Sport,SUV,2018,8,Automatic,Petrol,2,107933,30580
